offer_id,title,job_name,job_type,contract_type,salary_label,salary_min,salary_max,min_experience,latitude,longitude,date,source,offer_description,city,region,document,clean_document,cluster
3381,Data Scientist AI for Business Optimization F/H,Data Scientist AI for Business Optimization F/H,FULL_TIME,CDI,,,,,48.8625854,2.336428,2025-12-10,APEC,"Description de l'entreprise Acteur majeur de la scène financière européenne et mondiale, le Groupe BNP Paribas a pour mission de contribuer à une économie responsable et durable en finançant et en conseillant ses clients de manière éthique. La DSI de BNP Paribas s’appuie sur une organisation solide : plus de 46 000 collaborateurs dans le monde répartis dans 55 pays. Elle s’appuie également sur des équipements robustes au service des activités et des clients du Groupe : c’est près de 35 000 m² de data centers et 160 000 serveurs. Au sein d’IT GROUP, nous définissons et déployons la stratégie informatique du Groupe à l’échelle mondiale et assurons la cohérence globale de notre système d’information. Intégrer l’IT du Groupe BNP Paribas, c’est être au cœur de la stratégie de transformation technologique et digitale du Groupe, au travers notamment du déploiement de projets transverses majeurs, tels que le Cloud, les APIs, l’architecture, la data et la cybersécurité. C’est aussi, plus de 40 métiers, en perpétuelle évolution… La gamme des métiers exercés au sein de nos équipes est large… Et les passerelles sont multiples. Vous collaborerez avec les équipes des différents départements mais aussi avec les équipes IT des Métiers de la Banque, en France et/ou à l’international. Un parcours d'intégration vous accompagnera dans les trois premiers mois de votre arrivée et vous aurez accès aux sessions de formation techniques et méthodologiques de l’IT du Groupe pour améliorer continuellement vos compétences. Si vous souhaitez nous rejoindre, n’hésitez plus car c’est un environnement de travail challengeant au quotidien ! Travailler au sein de BNP Paribas, cest : • Travailler au sein d'un groupe d'envergure internationale en pleine transformation numérique sur des projets passionnants à forts enjeux stratégiques • Bénéficier de 50% de télétravail et d'un environnement de travail propice au travail collaboratif • Mais aussi d'autres avantages collaborateur attractifs (mutuelle / participation / intéressement / tickets restaurants / comité d'entreprise / Plan D’Epargne Entreprise) • La possibilité d'envisager une carrière internationale grâce à notre présence dans 55 pays",BOULOGNE-BILLANCOURT,,Data Scientist AI for Business Optimization F/H,data scientist for business optimization,5
3382,Delivery Manager F/H,Delivery Manager F/H,FULL_TIME,CDI,50 - 55 k€ brut annuel,50.0,55.0,,45.5835774,5.9088477,2025-12-10,APEC,"Pour ce poste en CDI chez un client final, en tant que Delivery Manager Apps & Middleware , vous serez en charge des missions suivantes : Opérations : Garantir la disponibilité et la performance des applications internes (RH, finance, comptabilité, entrepôt de données, etc.), Superviser les infrastructures systèmes : Linux, cloud, DevOps, Kubernetes, conteneurisation etc. Piloter les activités de RUN et de BUILD, Collaborer sur des sujets transverses : Sécurité, automatisation, sauvegardes, Animer des comités techniques et assurer une communication fluide avec les clients internes, Participer à la veille technologique et encourager l'adoption de solutions innovantes (Cloud, Infra as Code, IA, Big Data). Management : Encadrer une équipe d'environ 10 personnes (Ingénieurs Systèmes/DevOps), Structurer l'organisation de l'équipe et anticiper les besoins en ressources, Favoriser l'autonomie, le partage de compétences et la montée en compétences des collaborateurs, Fédérer, motiver et challenger les équipes dans une dynamique positive et collaborative. Variable sur objectif 2 jours de télétravail par semaine Prime de vacances Participation / interressement Ticket restaurant",NEUILLY-SUR-SEINE,,Delivery Manager F/H,delivery manager,2
3383,Responsable Equipe de Développement IT F/H,Responsable Equipe de Développement IT F/H,FULL_TIME,CDI,45 - 50 k€ brut annuel,45.0,50.0,,48.1116777,-1.6818562,2025-12-10,APEC,"Rattaché(e) à la Direction des Systèmes d'Information, en tant que Responsable Equipe de Développement IT, vous aurez pour rôle de superviser et mettre en œuvre les projets de développement et d'intégration applicative. Vos responsabilités incluent : Management d'équipe : encadrer deux développeurs back-end et un ingénieur data, organiser les rituels, répartir les tâches et accompagner la montée en compétences. Pilotage technique : coordonner les projets d'interfaces entre systèmes (Moodle, CRM, ERP…), assurer la cohérence technique, la sécurité et la performance des flux. Gouvernance et planification : participer aux comités de suivi, gérer la capacité de production et garantir le respect des plannings. Interface fonctionnelle/technique : analyser les besoins métiers, les traduire en solutions techniques et assurer la communication entre les équipes. Mutuelle, Télétravail partiel, Environnement international stimulant et projets stratégiques, Opportunité de contribuer à des projets à forte valeur ajoutée dans une structure en pleine évolution.",NEUILLY-SUR-SEINE,,Responsable Equipe de Développement IT F/H,responsable equipe développement,2
3384,Responsable Contrôle de Gestion et Performance F/H,Responsable Contrôle de Gestion et Performance F/H,FULL_TIME,CDI,70 - 75 k€ brut annuel,70.0,75.0,,43.5361176,5.3985946,2025-12-10,APEC,"Vous êtes responsable du contrôle de gestion et de la performance rattaché(e) à un DAF et aux côtés d'un responsable comptable. Le Groupe envisage une croissance de son réseau national et international. A ce titre, vous : Supervisez une équipe de 2 contrôleurs de gestions expérimentés ; Pilotez l'exercice budgétaire et l'analyse des postes de dépenses principaux ; Êtes le/la garant(e) de la production d'un reporting Groupe, d'une analyse poussée et qualitative ; Apportez votre analyse au CODIR et vos propositions de trajectoires de développement du réseau ; Exploitez le volume de données produit par l'exploitation, mettez en place les outils et procédures nécessaires à sa qualification et son traitement ; Participez à l'expansion du réseau et l'ouverture d'entités ; Cultivez l'exigence et la formation continue au sein de votre équipe ; Participez à des projets ponctuels sur demande de la direction ou des sites. Primes sur objectifs, Avantages liés à l'activité.",NEUILLY-SUR-SEINE,,Responsable Contrôle de Gestion et Performance F/H,responsable contrôle gestion performance,2
3385,Chef de Projet DATA F/H,Chef de Projet DATA F/H,FULL_TIME,CDI,50 - 60 k€ brut annuel,50.0,60.0,,48.818422,2.4371772,2025-12-10,APEC,"En tant que Chef de Projet DATA , vous aurez les responsabilités suivantes : Piloter et coordonner les projets liés à la gestion et à l'analyse des données ; Collaborer avec les équipes de développement et les autres départements pour assurer la bonne intégration des solutions ; Développer et documenter les flux d'intégration via l'ETL Talend ; Recueillir et analyser les besoins métiers en matière de data, d'intégration et reporting ; Mettre en œuvre des outils et des processus pour l'exploitation des données ; Assurer le suivi des indicateurs de performance des projets ; Former et accompagner les utilisateurs dans l'utilisation des outils développés ; Garantir le respect des délais et des budgets des projets ; Veiller à la mise en conformité avec les réglementations en vigueur en matière de gestion des données. Notre client vous offre : Une rémunération compétitive entre 50 000 € et 60 000 € brut annuel ; Un contrat à durée indéterminée (CDI) ; Des avantages complémentaires liés au poste ; Un environnement stimulant ; Un poste basé à SAINT-MAURICE (94). N'hésitez pas à postuler pour ce poste de Chef de Projet DATA et rejoignez une entreprise à la pointe de la technologie.",NEUILLY-SUR-SEINE,,Chef de Projet DATA F/H,chef projet data,9
3386,administrateur système information géographique F/H,administrateur système information géographique F/H,FULL_TIME,CDI,A partir de 50 k€ brut annuel,50.0,,,43.6532794,0.5748781,2025-12-10,APEC,"Le service Données et Usages Numériques assure, pour la Direction des Services Techniques, le suivi, le développement et la création de nouveaux usages relatifs aux données numériques, endogènes et exogènes de la collectivité. Il est structuré pour intervenir dans différents domaines : l’acquisition de données spatialisées, le contrôle topographique et l’élaboration de plans (intérieur / extérieur), le Système d’Information Géographique (SIG), les usages numériques et l’innovation, la protection des données personnelles dans le cadre du Règlement Général de la Protection des Données. Au sein du service Données et Usages Numériques, l’administrateur SIG est en charge de la gestion de la donnée spatialisée. Les périmètres et domaines d’interventions sont très larges pour répondre aux besoins des services, direction, élus et partenaires. Les missions sont réparties dans 3 grandes thématiques : Les données spatialisées - L’infrastructure technique et applicative - La gestion de projet, les usages et les utilisateurs. Le poste demande une très grande expertise dans le domaine de la géomatique. L’évolution rapide des technologies nécessite une très forte autonomie et beaucoup d’agilité. La polyvalence des compétences est la pierre angulaire de ce poste : l’administrateur SIG est à la fois data analyste, géomaticien, cartographe / dessinateur et doit maitriser les techniques en informatique liées au fonctionnement des serveurs, bases de données et scripts. Le SIG est alimenté par les services gestionnaires de la donnée et fonctionne majoritairement via des applications web sur mesure (Arcgis Enterprise d’Esri). Ainsi, la gestion de projet, la gestion de la relation et les techniques de communication sont fondamentales et demandent des qualités organisationnelles et personnelles (écoute, curiosité, analyse) indispensables pour répondre aux besoins des utilisateurs.",bruxelles,Aube,administrateur système information géographique F/H,administrateur système information géographique,2
3387,Data Engineer - Aerospatial - Toulouse F/H,Data Engineer - Aerospatial - Toulouse F/H,FULL_TIME,CDI,,,,,43.596013,1.4321019,2025-12-10,APEC,"Description de l'entreprise Sopra Steria , acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros. The world is how we shape it* Description du poste Vous intégrez le domaine DATA, un service dynamique en forte expansion dans notre vertical Aeroline regroupant nos grands comptes aéronautique et spatial. Vous contribuez à apporter de la valeur à nos clients en adoptant une posture de partenaire et en répondant aux besoins métiers grâce à des projets E2E allant de la définition du besoin et l'inception, aux conseils techniques. Votre rôle et vos missions Vous participez à des projets datas innovants en ayant un réel impact client et en fonction de vos qualifications, Développeur, Architecte, Business Analyst, chef de projet, Scrum Master, Data Engineer ou Data Scientist, vous réalisez les activités suivantes : - Participation aux phases de développement d'applications Big Data (ETL, création de pipelines, développement de dashboards, gestion et administration des flux de données) - Traitement des problématiques full-stack sur des technologies JAVA - Conception architectures innovantes, basées sur AWS ou Azure - Encadrement une équipe, assurer l'amélioration continue du projet et de ses membres - Travailler avec des méthodologies : SAFe, DevOps Qualifications Diplômé(e) d'une Ecole d'Ingénieurs ou équivalent, idéalement avec une spécialisation dans le domaine de la data, vous avez plusieurs expériences en ingénierie de la donnée. Vous maîtrisez différentes technologies telles que Python, Elastic Search, Hadoop, Spark, Google Cloud Al Platform ou encore Java. Vous avez le sens du collectif, vous aimez partager et créer des synergies au sein de votre équipe. Vous êtes autonome, curieux(se) et proactif(ve). Vous savez vous exprimer aisément en Anglais dans un environnement professionnel. Informations supplémentaires Un accord télétravail pour télétravailler jusqu’à 2 jours par semaine selon vos missions. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d’intéressement, des primes vacances et cooptation. Un accompagnement individualisé avec un mentor. Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passere",ROCHESSON,,Data Engineer - Aerospatial - Toulouse F/H,data engineer aerospatial toulouse,8
3388,Data Analyst Modelisation & Projection F/H,Data Analyst Modelisation & Projection F/H,FULL_TIME,CDI,,,,5.0,48.1116777,-1.6818562,2025-12-10,APEC,"Le poste : En tant que Data Analyst h/f , vous rejoindrez l'équipe Pilotage et Analyse Data dont la mission est d'extraite, traiter et exploiter les données afin de piloter nos plans d'action et tirer ainsi des conclusions pertinentes permettant de faciliter la prise de décision. Vous rejoignez une équipe de 15 personnes. Ce poste peut être basé à Rennes ou Paris (15ème arrondissement). Vos missions principales : Vous participez au développement de cette équipe avec pour mission principale l'élaboration de modélisations, de projections statistiques, d'analyses, et de notes de synthèses permettant de calibrer, piloter nos activités et mesurer l'efficacité de nos plans d’actions. Développer et maintenir des modèles mathématiques de prévisions ou projections des flux pour améliorer le pilotage transverse des activités et calibrer à la perfection nos besoins. Suivre et actualiser les modèles. Collecter l'ensemble des informations (hypothèse, roadmap projet, nouvelles données) nécessaires aux paramétrages des modèles et à leurs évolutions, auprès de nos Directeurs. Mettre en place des suivis d'activité orientés Vision client Définir les KPIs pertinents, explorer des nouvelles sources de données et spécifier nos besoins auprès du décisionnel. Consolider des sources de données déjà pré-transformées en amont Définir et mettre en place des analyses avancées et tableaux de bords en lien avec le pilotage des flux, le suivi des performances et plus particulièrement de piloter notre stratégie d’externalisation (prédictions de commandes) et notre transformation digitale Rédiger des notes et livrables clairs synthétiques, et adaptés au destinataire. Documenter vos travaux et privilégier le rationnel En complément de cette activité de business et data analyse à empreinte digitale forte, vous interviendrez sur les missions suivantes : Mener les différents travaux de business analyse, afin de recueillir, comprendre les besoins métiers et les transformer en solution data (analyse, tableau de bord, modèle) Valoriser les tableaux de bord et analyses dans une logique de data visualisation. Vous participez à sensibiliser à la richesse des solutions existantes Intervenir sur les projets transverses au sein de l'équipe et au sein d'Harmonie (datalab, analyse d'impact...) Participer à la sensibilisation des différentes équipes métier à la culture de la data",ROCHESSON,,Data Analyst Modelisation & Projection F/H,data analyst modelisation projection,5
3389,Data Engineer F/H,Data Engineer F/H,FULL_TIME,CDI,,,,,47.2320085,-1.5481829,2025-12-10,APEC,"Description de l'entreprise Inetum est un leader européen des services numériques. Pour les entreprises, les acteurs publics et la société dans son ensemble, les 28000 consultants et spécialistes du groupe visent chaque jour l'impact digital : des solutions qui contribuent à la performance, à l'innovation et au bien commun. Présent dans 19 pays au plus près des territoires, et avec ses grands partenaires éditeurs de logiciels, Inetum répond aux enjeux de la transformation digitale avec proximité et flexibilité. Porté par son ambition de croissance et d'industrialisation, Inetum a généré en 2023 un chiffre d'affaires de 2,5 milliards d'€. Pour répondre à un marché en croissance continue depuis plus de 30ans, Inetum a fait le choix délibéré de se recentrer sur 4 métiers afin de gagner en puissance et proposer des solutions sur mesure, adaptées aux besoins spécifiques de ses clients : le conseil (Inetum Consulting), la gestion des infrastructures et applications à façon (Inetum Technologies), l'implémentation de progiciels (Inetum Solutions) et sa propre activité d'éditeur de logiciels (Inetum Software). Inetum a conclu des partenariats stratégiques avec 4 grands éditeurs mondiaux - Salesforce, ServiceNow, Microsoft et SAP et poursuit une stratégie d'acquisitions dédiée afin d'entrer dans le top 5 européen sur ces technologies et proposer la meilleure expertise à ses clients. Tous nos postes sont ouverts aux personnes en situation de handicap. Description du poste Dans le cadre du lancement de notre nouveau projet Datahub V2 , nous recherchons un/une Data Engineer pour assurer la phase de RUN et garantir la continuité opérationnelle. Vous rejoindrez une équipe d’experts ayant mené la construction de la solution et serez responsable de son maintien et de son évolution. Le poste ne requiert pas une expertise pointue, mais nous recherchons un professionnel solide et autonome, capable de prendre en main les composants existants, d’assurer leur stabilité et les faire évoluer de manière durable. Qualifications Vos missions Développer et optimiser des traitements distribués sur Spark pour garantir la performance du Datahub V2 Orchestrer des workflows batch avec Airflow, en intégrant les jobs nécessaires Interroger et intégrer les données via SQL et Starburst (Trino) Contribuer aux développements applicatifs en Java/Scala Mettre en place et suivre les pipelines de déploiement dans un environnement DevOps Superviser les activités grâce à la gestion des logs et la création de dashboards ELK Veiller à la bonne utilisation des environnements Cloud et à la cohérence de l’architecture technique Compétences recherchées Spark 3 SQL / Starburst (Trino) Airflow (Astronomer) / Python Java Scala ELK (Log as a Service) Cloud (compréhension des environnements cloud hébergeant le Datahub V2) DevOps (gestion des pipeline",ROCHESSON,,Data Engineer F/H,data engineer,8
3390,Chef de projet Data BI Sénior F/H,Chef de projet Data BI Sénior F/H,FULL_TIME,CDI,,,,,45.7700497,4.8285524,2025-12-10,APEC,"Description de l'entreprise Description de l'entreprise Agence multi spécialiste composée de 350 collaborateurs répartis en communautés d’experts, Devoteam Lyon accompagne les DSI dans leur transformation digitale, avec un focus sur les nouvelles technologies comme le cloud (aws, microsoft google), l'intelligence artificielle, la cybersécurité, la data, et l'automatisation des processus métiers. L'entité Data Driven Data Driven a pour ambition d’aider ses clients à transformer la valeur de leurs données en succès durable. Nous tirons parti à la fois de notre expertise sur les plateformes technologiques les plus innovantes et de notre connaissance métier avec la meilleure combinaison d’experts pour accompagner nos clients dans leur quête d’agilité, de compétitivité et de croissance durable. Missions Description du poste Rejoignez notre équipe lyonnaise sur des projets innovants, dans un environnement propice à la formation et au développement continu. Nos clients sont des grands comptes de secteurs d'activité variés (Industrie, Transport, Logistique, Banque, Assurance, Energie...). Vos missions principales En tant que Chef de projet Data BI, vous êtes responsable de la bonne exécution des projets Data chez nos clients, de la phase de cadrage jusqu'au déploiement. Pilotage de projet : Vous assurez le management des projets Data BI (planning, budget, ressources) et vous êtes le garant de leur succès. Analyse des besoins : Vous travaillez en étroite collaboration avec les métiers pour comprendre et formaliser leurs besoins en termes de reporting et d'analyse de données. Conception technique : Vous participez à la définition de l'architecture et des solutions techniques Data (ETL, Data Warehouse, outils BI). Coordination des équipes : Vous animez et coordonnez l'équipe projet (consultants, data engineers, data scientists) et les différents contributeurs. Accompagnement et conseil : Vous conseillez les clients sur les meilleures pratiques Data/BI et assurez la conduite du changement auprès des utilisateurs.",BOULOGNE-BILLANCOURT,,Chef de projet Data BI Sénior F/H,chef projet data sénior,9
3391,Senior Delivery Manager Data F/H,Senior Delivery Manager Data F/H,FULL_TIME,CDI,,,,,45.7700497,4.8285524,2025-12-10,APEC,"Description de l'entreprise Description de l'entreprise Agence multi spécialiste composée de 350 collaborateurs répartis en communautés d’experts, Devoteam Lyon accompagne les DSI dans leur transformation digitale, avec un focus sur les nouvelles technologies comme le cloud (aws, microsoft google), l'intelligence artificielle, la cybersécurité, la data, et l'automatisation des processus métiers. L'entité Data Driven Data Driven a pour ambition d’aider ses clients à transformer la valeur de leurs données en succès durable. Nous tirons parti à la fois de notre expertise sur les plateformes technologiques les plus innovantes et de notre connaissance métier avec la meilleure combinaison d’experts pour accompagner nos clients dans leur quête d’agilité, de compétitivité et de croissance durable. Missions Description du poste En tant que Delivery Manager Data en mission au sein de l'un de nos clients grands comptes, vous êtes le pilier du centre de service pour la plateforme Data et les projets BI/Analytics. Être le garant de la bonne exécution des activités du Centre de Service et du respect des engagements de niveau de service (SLA) auprès de nos clients. Mettre en place et animer la Gouvernance de Service (Comités de Pilotage, Comités Opérationnels) pour assurer une communication transparente. Assurer l'amélioration continue des services délivrés, en s'appuyant sur les méthodes ITIL et/ou Agile . Maîtriser le budget et le P&L des activités et projets, et être responsable du chiffrage des nouvelles demandes. Coordonner les équipes pluridisciplinaires (Data Engineers, Data Analysts, Chefs de Projet BI, Experts Cloud) mobilisées sur la plateforme Data.",BOULOGNE-BILLANCOURT,,Senior Delivery Manager Data F/H,senior delivery manager data,2
3392,Data Engineer migration Databricks F/H,Data Engineer migration Databricks F/H,FULL_TIME,CDI,,,,,45.7700497,4.8285524,2025-12-10,APEC,"Description de l'entreprise Description de l'entreprise Agence multi spécialiste composée de 350 collaborateurs répartis en communautés d’experts, Devoteam Lyon accompagne les DSI dans leur transformation digitale, avec un focus sur les nouvelles technologies comme le cloud (AWS, Microsoft, Google), l'intelligence artificielle, la cybersécurité, la data, et l'automatisation des processus métiers. Data Driven a pour ambition d’aider ses clients à transformer la valeur de leurs données en succès durable. Nous tirons parti à la fois de notre expertise sur les plateformes technologiques les plus innovantes et de notre connaissance métier avec la meilleure combinaison d’experts pour accompagner nos clients dans leur quête d’agilité, de compétitivité et de croissance durable. Missions Description du poste En tant que Data Engineer, nous vous proposons d’intégrer une équipe d’ingénieurs expérimentés et multi-compétentes. Au sein de nos clients issus de différents secteurs d'activité (Industrie, Services, Transport, Logistique, Banque, Assurances, Énergie), vous jouez un rôle clé dans la migration des données et des tâches de l'environnement Cloudera Hadoop vers Databricks. Vous êtes également chargé d'automatiser le déploiement des jobs via le CI/CD. Pour réussir ces différents challenges, nous vous proposerons des actions de formation, des parrainages, des certifications sur les outils concernés et un dispositif d’évaluation personnel régulier.",BOULOGNE-BILLANCOURT,,Data Engineer migration Databricks F/H,data engineer migration databricks,8
3393,Senior Data Engineer Databricks F/H,Senior Data Engineer Databricks F/H,FULL_TIME,CDI,,,,,45.7700497,4.8285524,2025-12-10,APEC,"Description de l'entreprise Description de l'entreprise Agence multi spécialiste composée de 350 collaborateurs répartis en communautés d’experts, Devoteam Lyon accompagne les DSI dans leur transformation digitale, avec un focus sur les nouvelles technologies comme le cloud (AWS, Microsoft Google), l'intelligence artificielle, la cybersécurité, la data, et l'automatisation des processus métiers. Data Driven a pour ambition d’aider ses clients à transformer la valeur de leurs données en succès durable. Nous tirons parti à la fois de notre expertise sur les plateformes technologiques les plus innovantes et de notre connaissance métier avec la meilleure combinaison d’experts pour accompagner nos clients dans leur quête d’agilité, de compétitivité et de croissance durable. Missions Description du poste Rejoignez notre équipe lyonnaise dans des projets innovants, dans un environnement propice à la formation et au développement continu. Nos clients sont des grands comptes de secteurs d'activité variés (Industrie, Transport, Logistique, Banque, Assurance, Energie...). Vos missions : Concevoir et construire des pipelines de données robustes sur Databricks , en utilisant PySpark et Spark SQL . Recueillir les besoins, participer aux ateliers de conception et optimiser les flux de données. Assurer la qualité du code et des données à travers des tests techniques, des revues de code et la gestion des anomalies. Contribuer à l'amélioration continue des processus par l'automatisation et l'application des bonnes pratiques. Participer activement aux cérémonies agiles et maintenir une veille technologique constante.",BOULOGNE-BILLANCOURT,,Senior Data Engineer Databricks F/H,senior data engineer databricks,8
3394,Alternance Data Analyst F/H,Alternance Data Analyst F/H,FULL_TIME,CDD - Alternance - Contrat d'apprentissage,,,,2.0,,,2025-12-10,APEC,"BOLTING recrute en Alternance Data Analyst Rythme d’alternance : 4 jours en entreprise / 1 jour à l’école Si vous êtes un étudiant d'une école de commerce à la recherche d'un poste en alternance en tant que Data Analyst, ce poste est fait pour vous ! En tant qu'Alternant Data Analyst, vous accompagnerez les équipes dans la gestion opérationnelle avec une mission de recherche permanente de la performance. Début : Dés que possible - Au plus tard Janvier 2026 Valorisez vos compétences ! Rejoignez-nous ! 💡 Pourquoi cette alternance est faite pour vous ? ✅ Vous êtes en école de commerce ou équivalent ✅ Vous avez un fort intérêt pour la data, la performance et les outils analytiques ( PowerBI - Excel - SQL ) ✅ Vous cherchez à développer des compétences concrètes en entreprise ✅ Vous aimez analyser, structurer, visualiser et présenter des résultats AVANTAGES : * Tickets restaurants * Mutuelle * Remboursement des transport à 50% 🔍 Analyse et performance * Étudier les écarts entre les objectifs commerciaux et les résultats * Créer des rapports d’analyse clairs, synthétiques et commentés * Suivre les performances individuelles (vendeurs, managers, équipes) * Participer au calcul des primes et rémunérations variables 📈 Reporting & visualisation * Construire et automatiser des tableaux de bord dynamiques (Power BI / Excel) * Participer à la création des reportings hebdomadaires et mensuels * Alimenter les indicateurs clés de performance (KPI) 📊 Contrôle financier * Participer au suivi du chiffre d'affaires, des factures clients et fournisseurs * Aider à vérifier la cohérence des données financières 🧠 Support à la décision * Aider à anticiper les dérives et proposer des actions correctrices * Identifier les leviers d'amélioration des performances * Préparer des supports de présentation pour les réunions internes et externes",,,Alternance Data Analyst F/H,alternance data analyst,5
3395,Infirmier F/H,Infirmier F/H,FULL_TIME,CDI,,,,1.0,46.7207938,5.5779531,2025-12-10,APEC,"L'EHPAD CLAIR JURA recherche : UN INFIRMIER H/F EN CDI TEMPS PLEIN METTEZ VOTRE EXPERTISE au sein d' une équipe pour qui l'entraide et le partage sont présents au quotidien ! Sous la responsabilité de l'Infirmière coordinatrice, vos missions sont : * Réaliser les soins infirmiers pour promouvoir l'état de santé et l'autonomie des personnes accueillies, * Contribuer à la continuité des soins par une traçabilité des soins prodigués et par une communication des informations ciblées aux différents intervenants de la prise en charge, * Participer à la mise en œuvre de la démarche qualité, du projet d'établissement et de l'évaluation des pratiques REJOIGNEZ-NOUS Forte de ses 66 275 BÉNÉVOLES et 16 700 SALARIÉS engagés en France comme à l'étranger, la Croix-Rouge française, (650 ÉTABLISSEMENTS ET SERVICES POUR 1, 5 MILLIARDS DE CA ANNUEL) c'est à la fois une association loi 1901 reconnue d'utilité publique, de volontaires engagés depuis plus de 150 ans sur de nombreux fronts de la lutte contre les précarités, et une entreprise à but non lucratif de services dans les champs sanitaire, social, médico-social et de la formation. La Croix-Rouge française, grande association qui œuvre quotidiennement auprès des personnes vulnérables est une organisation inclusive qui considère la diversité de ses collaborateurs comme un atout capital ! Signataire d'un accord ""DIVERSITÉ ET ÉGALITÉ PROFESSIONNELLE"", notre Association marque ainsi sa volonté de PROHIBER TOUTE FORME DE DISCRIMINATION. Nous nous sommes engagés auprès de nos salariés sur des thèmes aussi divers que l'égalité femmes/hommes, l'emploi des seniors, le handicap, l'orientation sexuelle, le genre. De plus, nos collaborateurs bénéficient de divers avantages tels que : * COMPTE ÉPARGNE TEMPS, * GARANTIE D'ÉVOLUTION DE LA RÉMUNÉRATION, * PRIME DE FIN D'ANNÉE, * PRIME DE COOPTATION ET PRIME DE REMPLACEMENT * PRIME SÉGUR, * MUTUELLE ET PRÉVOYANCE AVANTAGEUSES, * REPAS À PRIX ATTRACTIFS, * ACCOMPAGNEMENT SUR LES THÉMATIQUES DU LOGEMENT (ACTION LOGEMENT …) TRAVAIL (SE DÉPLACER AVEC DES OFFRES RENAULT) , RETRAITE, FAMILLE, SANTÉ PAR NOTRE RÉSEAU D'ASSISTANTES SOCIALES… * DISPOSITIFS DE SOUTIEN PSYCHOLOGIQUE (STIMULUS PSYA) * ENTRETIEN PROFESSIONNEL TOUS LES ANS * ÉVOLUTION DE CARRIÈRE * COMITÉ SOCIAL ET ÉCONOMIQUE DATE DE PRISE DE POSTE SOUHAITÉE Dès que possible",PARIS 17,,Infirmier F/H,infirmier,2
3396,Chef de projet / Product Owner Data Senior F/H,Chef de projet / Product Owner Data Senior F/H,FULL_TIME,CDI,,,,,45.7700497,4.8285524,2025-12-10,APEC,"Description de l'entreprise Description de l'entreprise Agence multi spécialiste composée de 350 collaborateurs répartis en communautés d’experts, Devoteam Lyon accompagne les DSI dans leur transformation digitale, avec un focus sur les nouvelles technologies comme le cloud (aws, microsoft google), l'intelligence artificielle, la cybersécurité, la data, et l'automatisation des processus métiers. L'entité Data Driven Data Driven a pour ambition d’aider ses clients à transformer la valeur de leurs données en succès durable. Nous tirons parti à la fois de notre expertise sur les plateformes technologiques les plus innovantes et de notre connaissance métier avec la meilleure combinaison d’experts pour accompagner nos clients dans leur quête d’agilité, de compétitivité et de croissance durable. Missions Description du poste Rejoignez notre équipe lyonnaise sur des projets innovants, dans un environnement propice à la formation et au développement continu. Nos clients sont des grands comptes de secteurs d'activité variés (Industrie, Transport, Logistique, Banque, Assurance, Energie...). Vos missions principales : En tant que PO / Project manager Data, vous êtes en charge de la stratégie d’un Data Product ou d’un portefeuille. Votre objectif principal est de maximiser sa valeur apportée. Définir la stratégie et la roadmap globale pour les produits dont vous êtes en charge. Assurer l’adhérence de l’ensemble des directions métiers concernées et anticiper leurs besoins. Définir la roadmap produit en déterminant et priorisant les fonctionnalités avec les directions métiers. Être garant de la valeur délivrée et être en capacité de fixer les conditions de réussite ou d’arrêt du développement du produit. Analyser les performances techniques et veiller à la progression continue des produits.",BOULOGNE-BILLANCOURT,,Chef de projet / Product Owner Data Senior F/H,chef projet product owner data senior,6
3397,Collaborateur comptable F/H,Collaborateur comptable F/H,FULL_TIME,CDI,,,,1.0,45.1728256,5.6692246,2025-12-10,APEC,"NOUS RECRUTONS POUR RENFORCER NOTRE PÔLE CONSOLIDATION : VOS MISSIONS Sous la supervision d’un collaborateur technique expérimenté, vous interviendrez sur des missions riches et formatrices : Consolidation : * Préparation des comptes consolidés (annuels et semestriels) selon ANC 2020-01 ou IFRS ; * Accompagnement des clients : veille normative, analyses techniques, transitions IFRS, mise en œuvre des évolutions normatives. Expertise comptable & audit : * Participation à l’audit des comptes consolidés ; * Révision comptable, déclarations fiscales, tableaux de bord, et établissement des comptes annuels.",PARIS 17,,Collaborateur comptable F/H,collaborateur comptable,7
